,implementing_agency_name,numeric_year,country_name,dac_category_name,region_name,income_group_name,constant_amount
17609,Millennium Challenge Corp.,2012,Benin,Infrastructure,Sub-Saharan Africa,Low Income Country,21134599
17610,Millennium Challenge Corp.,2012,Benin,Other,Sub-Saharan Africa,Low Income Country,621382
17611,Millennium Challenge Corp.,2012,BurkinaFaso,Administrative Costs,Sub-Saharan Africa,Low Income Country,11128215
17612,Millennium Challenge Corp.,2012,BurkinaFaso,Agriculture,Sub-Saharan Africa,Low Income Country,38175699
17615,Millennium Challenge Corp.,2012,BurkinaFaso,Governance,Sub-Saharan Africa,Low Income Country,5499595
17616,Millennium Challenge Corp.,2012,BurkinaFaso,Infrastructure,Sub-Saharan Africa,Low Income Country,17502776
17617,Millennium Challenge Corp.,2012,BurkinaFaso,Other,Sub-Saharan Africa,Low Income Country,828343
17618,Millennium Challenge Corp.,2012,CapeVerde,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,490309
17621,Millennium Challenge Corp.,2012,CapeVerde,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,481712
17622,Millennium Challenge Corp.,2012,CapeVerde,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,836543
17624,Millennium Challenge Corp.,2012,ElSalvador,Administrative Costs,Western Hemisphere,Lower Middle Income Country,8124826
17625,Millennium Challenge Corp.,2012,ElSalvador,Agriculture,Western Hemisphere,Lower Middle Income Country,16781227
17627,Millennium Challenge Corp.,2012,ElSalvador,Education,Western Hemisphere,Lower Middle Income Country,5311181
17628,Millennium Challenge Corp.,2012,ElSalvador,Governance,Western Hemisphere,Lower Middle Income Country,18498330
17629,Millennium Challenge Corp.,2012,ElSalvador,Infrastructure,Western Hemisphere,Lower Middle Income Country,98120120
17630,Millennium Challenge Corp.,2012,ElSalvador,Other,Western Hemisphere,Lower Middle Income Country,465271
17633,Millennium Challenge Corp.,2012,Georgia,Education,Europe and Eurasia,Upper Middle Income Country,326957
17635,Millennium Challenge Corp.,2012,Georgia,Infrastructure,Europe and Eurasia,Upper Middle Income Country,355993
17636,Millennium Challenge Corp.,2012,Georgia,Other,Europe and Eurasia,Upper Middle Income Country,1920373
17637,Millennium Challenge Corp.,2012,Ghana,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,9392812
17638,Millennium Challenge Corp.,2012,Ghana,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,37970793
17639,Millennium Challenge Corp.,2012,Ghana,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,6726649
17640,Millennium Challenge Corp.,2012,Ghana,Governance,Sub-Saharan Africa,Lower Middle Income Country,11346996
17641,Millennium Challenge Corp.,2012,Ghana,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,93036793
17642,Millennium Challenge Corp.,2012,Ghana,Other,Sub-Saharan Africa,Lower Middle Income Country,1546178
17643,Millennium Challenge Corp.,2012,Honduras,Administrative Costs,Western Hemisphere,Lower Middle Income Country,254987
17645,Millennium Challenge Corp.,2012,Honduras,Other,Western Hemisphere,Lower Middle Income Country,511693
17646,Millennium Challenge Corp.,2012,Indonesia,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,574662
17648,Millennium Challenge Corp.,2012,Indonesia,Education,East Asia and Oceania,Lower Middle Income Country,684221
17649,Millennium Challenge Corp.,2012,Indonesia,Governance,East Asia and Oceania,Lower Middle Income Country,303758
17650,Millennium Challenge Corp.,2012,Indonesia,Health and Population,East Asia and Oceania,Lower Middle Income Country,1176638
17652,Millennium Challenge Corp.,2012,Indonesia,Other,East Asia and Oceania,Lower Middle Income Country,740719
17653,Millennium Challenge Corp.,2012,Jordan,Administrative Costs,Middle East and North Africa,Upper Middle Income Country,1770428
17656,Millennium Challenge Corp.,2012,Jordan,Health and Population,Middle East and North Africa,Upper Middle Income Country,20520067
17659,Millennium Challenge Corp.,2012,Lesotho,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,7528620
17660,Millennium Challenge Corp.,2012,Lesotho,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,5681141
17663,Millennium Challenge Corp.,2012,Lesotho,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,76229576
17664,Millennium Challenge Corp.,2012,Lesotho,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,1256113
17665,Millennium Challenge Corp.,2012,Lesotho,Other,Sub-Saharan Africa,Lower Middle Income Country,668157
17668,Millennium Challenge Corp.,2012,Madagascar,Agriculture,Sub-Saharan Africa,Low Income Country,288286
17669,Millennium Challenge Corp.,2012,Madagascar,Economic Growth,Sub-Saharan Africa,Low Income Country,178579
17670,Millennium Challenge Corp.,2012,Madagascar,Governance,Sub-Saharan Africa,Low Income Country,318934
17672,Millennium Challenge Corp.,2012,Malawi,Administrative Costs,Sub-Saharan Africa,Low Income Country,135704
17675,Millennium Challenge Corp.,2012,Malawi,Infrastructure,Sub-Saharan Africa,Low Income Country,129673
17677,Millennium Challenge Corp.,2012,Mali,Administrative Costs,Sub-Saharan Africa,Low Income Country,7313959
17678,Millennium Challenge Corp.,2012,Mali,Agriculture,Sub-Saharan Africa,Low Income Country,45408083
17681,Millennium Challenge Corp.,2012,Mali,Infrastructure,Sub-Saharan Africa,Low Income Country,97288269
17682,Millennium Challenge Corp.,2012,Mali,Other,Sub-Saharan Africa,Low Income Country,438398
17683,Millennium Challenge Corp.,2012,Moldova,Administrative Costs,Europe and Eurasia,Lower Middle Income Country,4175111
17684,Millennium Challenge Corp.,2012,Moldova,Agriculture,Europe and Eurasia,Lower Middle Income Country,6790866
17687,Millennium Challenge Corp.,2012,Moldova,Infrastructure,Europe and Eurasia,Lower Middle Income Country,9352568
17688,Millennium Challenge Corp.,2012,Moldova,Other,Europe and Eurasia,Lower Middle Income Country,415256
17689,Millennium Challenge Corp.,2012,Mongolia,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,7051000
17692,Millennium Challenge Corp.,2012,Mongolia,Education,East Asia and Oceania,Lower Middle Income Country,29870111
17693,Millennium Challenge Corp.,2012,Mongolia,Governance,East Asia and Oceania,Lower Middle Income Country,4904682
17694,Millennium Challenge Corp.,2012,Mongolia,Health and Population,East Asia and Oceania,Lower Middle Income Country,10956454
17695,Millennium Challenge Corp.,2012,Mongolia,Infrastructure,East Asia and Oceania,Lower Middle Income Country,20322470
17696,Millennium Challenge Corp.,2012,Mongolia,Other,East Asia and Oceania,Lower Middle Income Country,31751717
17697,Millennium Challenge Corp.,2012,Morocco,Administrative Costs,Middle East and North Africa,Lower Middle Income Country,20117567
17698,Millennium Challenge Corp.,2012,Morocco,Agriculture,Middle East and North Africa,Lower Middle Income Country,117268358
17699,Millennium Challenge Corp.,2012,Morocco,Economic Growth,Middle East and North Africa,Lower Middle Income Country,22395724
17700,Millennium Challenge Corp.,2012,Morocco,Education,Middle East and North Africa,Lower Middle Income Country,14415233
17702,Millennium Challenge Corp.,2012,Morocco,Infrastructure,Middle East and North Africa,Lower Middle Income Country,2244190
17703,Millennium Challenge Corp.,2012,Morocco,Other,Middle East and North Africa,Lower Middle Income Country,157682
17704,Millennium Challenge Corp.,2012,Mozambique,Administrative Costs,Sub-Saharan Africa,Low Income Country,11606702
17705,Millennium Challenge Corp.,2012,Mozambique,Agriculture,Sub-Saharan Africa,Low Income Country,5501570
17706,Millennium Challenge Corp.,2012,Mozambique,Governance,Sub-Saharan Africa,Low Income Country,10421158
17707,Millennium Challenge Corp.,2012,Mozambique,Health and Population,Sub-Saharan Africa,Low Income Country,56477021
17708,Millennium Challenge Corp.,2012,Mozambique,Infrastructure,Sub-Saharan Africa,Low Income Country,29070323
17709,Millennium Challenge Corp.,2012,Mozambique,Other,Sub-Saharan Africa,Low Income Country,658358
17710,Millennium Challenge Corp.,2012,Namibia,Administrative Costs,Sub-Saharan Africa,Upper Middle Income Country,9029914
17711,Millennium Challenge Corp.,2012,Namibia,Agriculture,Sub-Saharan Africa,Upper Middle Income Country,8428335
17712,Millennium Challenge Corp.,2012,Namibia,Economic Growth,Sub-Saharan Africa,Upper Middle Income Country,5227824
17713,Millennium Challenge Corp.,2012,Namibia,Education,Sub-Saharan Africa,Upper Middle Income Country,33002494
17716,Millennium Challenge Corp.,2012,Namibia,Infrastructure,Sub-Saharan Africa,Upper Middle Income Country,346738
17717,Millennium Challenge Corp.,2012,Namibia,Other,Sub-Saharan Africa,Upper Middle Income Country,330775
17719,Millennium Challenge Corp.,2012,Nicaragua,Agriculture,Western Hemisphere,Lower Middle Income Country,1431692
17720,Millennium Challenge Corp.,2012,Nicaragua,Governance,Western Hemisphere,Lower Middle Income Country,491751
17721,Millennium Challenge Corp.,2012,Nicaragua,Infrastructure,Western Hemisphere,Lower Middle Income Country,1212205
17723,Millennium Challenge Corp.,2012,Niger,Administrative Costs,Sub-Saharan Africa,Low Income Country,540105
17724,Millennium Challenge Corp.,2012,Niger,Other,Sub-Saharan Africa,Low Income Country,224146
17725,Millennium Challenge Corp.,2012,Philippines,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,5160587
17726,Millennium Challenge Corp.,2012,Philippines,Economic Growth,East Asia and Oceania,Lower Middle Income Country,233853
17728,Millennium Challenge Corp.,2012,Philippines,Governance,East Asia and Oceania,Lower Middle Income Country,22690088
17729,Millennium Challenge Corp.,2012,Philippines,Infrastructure,East Asia and Oceania,Lower Middle Income Country,16509856
17730,Millennium Challenge Corp.,2012,Philippines,Other,East Asia and Oceania,Lower Middle Income Country,436749
17731,Millennium Challenge Corp.,2012,Rwanda,Other,Sub-Saharan Africa,Low Income Country,715424
17732,Millennium Challenge Corp.,2012,Senegal,Administrative Costs,Sub-Saharan Africa,Low Income Country,6670673
17733,Millennium Challenge Corp.,2012,Senegal,Agriculture,Sub-Saharan Africa,Low Income Country,2246072
17735,Millennium Challenge Corp.,2012,Senegal,Infrastructure,Sub-Saharan Africa,Low Income Country,5874547
17736,Millennium Challenge Corp.,2012,Senegal,Other,Sub-Saharan Africa,Low Income Country,398204
17737,Millennium Challenge Corp.,2012,Tanzania,Administrative Costs,Sub-Saharan Africa,Low Income Country,6265166
17738,Millennium Challenge Corp.,2012,Tanzania,Governance,Sub-Saharan Africa,Low Income Country,150015
17739,Millennium Challenge Corp.,2012,Tanzania,Health and Population,Sub-Saharan Africa,Low Income Country,17818082
17740,Millennium Challenge Corp.,2012,Tanzania,Infrastructure,Sub-Saharan Africa,Low Income Country,115359624
17741,Millennium Challenge Corp.,2012,Tanzania,Other,Sub-Saharan Africa,Low Income Country,664411
17747,Millennium Challenge Corp.,2012,Zambia,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,608231
17749,Millennium Challenge Corp.,2012,Zambia,Governance,Sub-Saharan Africa,Lower Middle Income Country,1028790
17750,Millennium Challenge Corp.,2012,Zambia,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,2604473
17751,Millennium Challenge Corp.,2012,Zambia,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,1860633
17752,Millennium Challenge Corp.,2012,Zambia,Other,Sub-Saharan Africa,Lower Middle Income Country,122210
17753,Millennium Challenge Corp.,2013,Albania,Other,Europe and Eurasia,Upper Middle Income Country,148888
17754,Millennium Challenge Corp.,2013,Armenia,Administrative Costs,Europe and Eurasia,Lower Middle Income Country,167206
17756,Millennium Challenge Corp.,2013,Armenia,Infrastructure,Europe and Eurasia,Lower Middle Income Country,349325
17758,Millennium Challenge Corp.,2013,Benin,Administrative Costs,Sub-Saharan Africa,Low Income Country,257515
17763,Millennium Challenge Corp.,2013,Benin,Other,Sub-Saharan Africa,Low Income Country,334882
17764,Millennium Challenge Corp.,2013,BurkinaFaso,Administrative Costs,Sub-Saharan Africa,Low Income Country,11831849
17765,Millennium Challenge Corp.,2013,BurkinaFaso,Agriculture,Sub-Saharan Africa,Low Income Country,49028983
17767,Millennium Challenge Corp.,2013,BurkinaFaso,Governance,Sub-Saharan Africa,Low Income Country,11483550
17768,Millennium Challenge Corp.,2013,BurkinaFaso,Infrastructure,Sub-Saharan Africa,Low Income Country,65690406
17769,Millennium Challenge Corp.,2013,BurkinaFaso,Other,Sub-Saharan Africa,Low Income Country,496914
17770,Millennium Challenge Corp.,2013,CapeVerde,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,1167325
17773,Millennium Challenge Corp.,2013,CapeVerde,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,2156891
17774,Millennium Challenge Corp.,2013,CapeVerde,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,104126
17775,Millennium Challenge Corp.,2013,CapeVerde,Other,Sub-Saharan Africa,Lower Middle Income Country,1104219
17776,Millennium Challenge Corp.,2013,ElSalvador,Administrative Costs,Western Hemisphere,Lower Middle Income Country,1270546
17778,Millennium Challenge Corp.,2013,ElSalvador,Economic Growth,Western Hemisphere,Lower Middle Income Country,379989
17780,Millennium Challenge Corp.,2013,ElSalvador,Governance,Western Hemisphere,Lower Middle Income Country,2819196
17781,Millennium Challenge Corp.,2013,ElSalvador,Infrastructure,Western Hemisphere,Lower Middle Income Country,16774461
17782,Millennium Challenge Corp.,2013,ElSalvador,Other,Western Hemisphere,Lower Middle Income Country,920079
17783,Millennium Challenge Corp.,2013,Georgia,Administrative Costs,Europe and Eurasia,Upper Middle Income Country,1277474
17785,Millennium Challenge Corp.,2013,Georgia,Education,Europe and Eurasia,Upper Middle Income Country,170043
17788,Millennium Challenge Corp.,2013,Georgia,Other,Europe and Eurasia,Upper Middle Income Country,987975
17789,Millennium Challenge Corp.,2013,Ghana,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,349476
17793,Millennium Challenge Corp.,2013,Ghana,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,4327365
17794,Millennium Challenge Corp.,2013,Ghana,Other,Sub-Saharan Africa,Lower Middle Income Country,631231
17796,Millennium Challenge Corp.,2013,Honduras,Administrative Costs,Western Hemisphere,Lower Middle Income Country,162585
17799,Millennium Challenge Corp.,2013,Indonesia,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,3379810
17800,Millennium Challenge Corp.,2013,Indonesia,Agriculture,East Asia and Oceania,Lower Middle Income Country,159968
17802,Millennium Challenge Corp.,2013,Indonesia,Education,East Asia and Oceania,Lower Middle Income Country,527105
17803,Millennium Challenge Corp.,2013,Indonesia,Governance,East Asia and Oceania,Lower Middle Income Country,1802279
17804,Millennium Challenge Corp.,2013,Indonesia,Health and Population,East Asia and Oceania,Lower Middle Income Country,24389219
17806,Millennium Challenge Corp.,2013,Indonesia,Other,East Asia and Oceania,Lower Middle Income Country,2852975
17807,Millennium Challenge Corp.,2013,Jordan,Administrative Costs,Middle East and North Africa,Upper Middle Income Country,1891834
17808,Millennium Challenge Corp.,2013,Jordan,Health and Population,Middle East and North Africa,Upper Middle Income Country,43307685
17809,Millennium Challenge Corp.,2013,Jordan,Infrastructure,Middle East and North Africa,Upper Middle Income Country,307004
17810,Millennium Challenge Corp.,2013,Jordan,Other,Middle East and North Africa,Upper Middle Income Country,235473
17811,Millennium Challenge Corp.,2013,Lesotho,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,8261851
17813,Millennium Challenge Corp.,2013,Lesotho,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,6384088
17816,Millennium Challenge Corp.,2013,Lesotho,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,119658680
17817,Millennium Challenge Corp.,2013,Lesotho,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,692468
17818,Millennium Challenge Corp.,2013,Lesotho,Other,Sub-Saharan Africa,Lower Middle Income Country,1136663
17822,Millennium Challenge Corp.,2013,Malawi,Administrative Costs,Sub-Saharan Africa,Low Income Country,3729811
17823,Millennium Challenge Corp.,2013,Malawi,Governance,Sub-Saharan Africa,Low Income Country,117137
17824,Millennium Challenge Corp.,2013,Malawi,Infrastructure,Sub-Saharan Africa,Low Income Country,1240190
17825,Millennium Challenge Corp.,2013,Malawi,Other,Sub-Saharan Africa,Low Income Country,107792
17826,Millennium Challenge Corp.,2013,Mali,Administrative Costs,Sub-Saharan Africa,Low Income Country,1355810
17827,Millennium Challenge Corp.,2013,Mali,Agriculture,Sub-Saharan Africa,Low Income Country,981023
17829,Millennium Challenge Corp.,2013,Mali,Infrastructure,Sub-Saharan Africa,Low Income Country,5748987
17830,Millennium Challenge Corp.,2013,Mali,Other,Sub-Saharan Africa,Low Income Country,232023
17831,Millennium Challenge Corp.,2013,Moldova,Administrative Costs,Europe and Eurasia,Lower Middle Income Country,5470564
17832,Millennium Challenge Corp.,2013,Moldova,Agriculture,Europe and Eurasia,Lower Middle Income Country,9309216
17835,Millennium Challenge Corp.,2013,Moldova,Infrastructure,Europe and Eurasia,Lower Middle Income Country,24156615
17836,Millennium Challenge Corp.,2013,Moldova,Other,Europe and Eurasia,Lower Middle Income Country,548366
17837,Millennium Challenge Corp.,2013,Mongolia,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,6645171
17838,Millennium Challenge Corp.,2013,Mongolia,Agriculture,East Asia and Oceania,Lower Middle Income Country,104037
17839,Millennium Challenge Corp.,2013,Mongolia,Education,East Asia and Oceania,Lower Middle Income Country,13036813
17840,Millennium Challenge Corp.,2013,Mongolia,Governance,East Asia and Oceania,Lower Middle Income Country,6808904
17841,Millennium Challenge Corp.,2013,Mongolia,Health and Population,East Asia and Oceania,Lower Middle Income Country,13050486
17842,Millennium Challenge Corp.,2013,Mongolia,Infrastructure,East Asia and Oceania,Lower Middle Income Country,45928690
17843,Millennium Challenge Corp.,2013,Mongolia,Other,East Asia and Oceania,Lower Middle Income Country,15006944
17844,Millennium Challenge Corp.,2013,Morocco,Administrative Costs,Middle East and North Africa,Lower Middle Income Country,12709182
17845,Millennium Challenge Corp.,2013,Morocco,Agriculture,Middle East and North Africa,Lower Middle Income Country,165349385
17846,Millennium Challenge Corp.,2013,Morocco,Economic Growth,Middle East and North Africa,Lower Middle Income Country,36879408
17847,Millennium Challenge Corp.,2013,Morocco,Education,Middle East and North Africa,Lower Middle Income Country,12357960
17849,Millennium Challenge Corp.,2013,Morocco,Infrastructure,Middle East and North Africa,Lower Middle Income Country,2702942
17850,Millennium Challenge Corp.,2013,Morocco,Other,Middle East and North Africa,Lower Middle Income Country,125350
17851,Millennium Challenge Corp.,2013,Mozambique,Administrative Costs,Sub-Saharan Africa,Low Income Country,16392859
17852,Millennium Challenge Corp.,2013,Mozambique,Agriculture,Sub-Saharan Africa,Low Income Country,3630301
17853,Millennium Challenge Corp.,2013,Mozambique,Governance,Sub-Saharan Africa,Low Income Country,12789567
17854,Millennium Challenge Corp.,2013,Mozambique,Health and Population,Sub-Saharan Africa,Low Income Country,101750802
17855,Millennium Challenge Corp.,2013,Mozambique,Infrastructure,Sub-Saharan Africa,Low Income Country,68321651
17856,Millennium Challenge Corp.,2013,Mozambique,Other,Sub-Saharan Africa,Low Income Country,256372
17857,Millennium Challenge Corp.,2013,Namibia,Administrative Costs,Sub-Saharan Africa,Upper Middle Income Country,16901605
17858,Millennium Challenge Corp.,2013,Namibia,Agriculture,Sub-Saharan Africa,Upper Middle Income Country,16922218
17859,Millennium Challenge Corp.,2013,Namibia,Economic Growth,Sub-Saharan Africa,Upper Middle Income Country,14159028
17860,Millennium Challenge Corp.,2013,Namibia,Education,Sub-Saharan Africa,Upper Middle Income Country,37224494
17862,Millennium Challenge Corp.,2013,Namibia,Health and Population,Sub-Saharan Africa,Upper Middle Income Country,295220
17863,Millennium Challenge Corp.,2013,Namibia,Infrastructure,Sub-Saharan Africa,Upper Middle Income Country,267158
17864,Millennium Challenge Corp.,2013,Namibia,Other,Sub-Saharan Africa,Upper Middle Income Country,455447
17865,Millennium Challenge Corp.,2013,Nepal,Administrative Costs,South and Central Asia,Low Income Country,144075
17869,Millennium Challenge Corp.,2013,Niger,Administrative Costs,Sub-Saharan Africa,Low Income Country,521191
17873,Millennium Challenge Corp.,2013,Niger,Other,Sub-Saharan Africa,Low Income Country,535105
17874,Millennium Challenge Corp.,2013,Philippines,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,8248756
17876,Millennium Challenge Corp.,2013,Philippines,Governance,East Asia and Oceania,Lower Middle Income Country,26290539
17877,Millennium Challenge Corp.,2013,Philippines,Infrastructure,East Asia and Oceania,Lower Middle Income Country,35623414
17878,Millennium Challenge Corp.,2013,Philippines,Other,East Asia and Oceania,Lower Middle Income Country,235896
17879,Millennium Challenge Corp.,2013,Rwanda,Other,Sub-Saharan Africa,Low Income Country,551545
17884,Millennium Challenge Corp.,2013,Senegal,Administrative Costs,Sub-Saharan Africa,Low Income Country,7404889
17885,Millennium Challenge Corp.,2013,Senegal,Agriculture,Sub-Saharan Africa,Low Income Country,30230004
17887,Millennium Challenge Corp.,2013,Senegal,Infrastructure,Sub-Saharan Africa,Low Income Country,42181688
17888,Millennium Challenge Corp.,2013,Senegal,Other,Sub-Saharan Africa,Low Income Country,259368
17889,Millennium Challenge Corp.,2013,Tanzania,Administrative Costs,Sub-Saharan Africa,Low Income Country,7930190
17890,Millennium Challenge Corp.,2013,Tanzania,Governance,Sub-Saharan Africa,Low Income Country,145837
17891,Millennium Challenge Corp.,2013,Tanzania,Health and Population,Sub-Saharan Africa,Low Income Country,16549370
17892,Millennium Challenge Corp.,2013,Tanzania,Infrastructure,Sub-Saharan Africa,Low Income Country,263533774
17893,Millennium Challenge Corp.,2013,Tanzania,Other,Sub-Saharan Africa,Low Income Country,816398
17894,Millennium Challenge Corp.,2013,Tunisia,Administrative Costs,Middle East and North Africa,Lower Middle Income Country,304576
17895,Millennium Challenge Corp.,2013,Zambia,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,5689428
17898,Millennium Challenge Corp.,2013,Zambia,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,9688560
17900,Millennium Challenge Corp.,2013,Zambia,Other,Sub-Saharan Africa,Lower Middle Income Country,305254
17901,Millennium Challenge Corp.,2014,Armenia,Other,Europe and Eurasia,Lower Middle Income Country,403681
17902,Millennium Challenge Corp.,2014,Benin,Agriculture,Sub-Saharan Africa,Low Income Country,132913
17903,Millennium Challenge Corp.,2014,Benin,Economic Growth,Sub-Saharan Africa,Low Income Country,521535
17905,Millennium Challenge Corp.,2014,Benin,Infrastructure,Sub-Saharan Africa,Low Income Country,132018
17906,Millennium Challenge Corp.,2014,Benin,Other,Sub-Saharan Africa,Low Income Country,151887
17907,Millennium Challenge Corp.,2014,BurkinaFaso,Administrative Costs,Sub-Saharan Africa,Low Income Country,9616025
17908,Millennium Challenge Corp.,2014,BurkinaFaso,Agriculture,Sub-Saharan Africa,Low Income Country,46168450
17910,Millennium Challenge Corp.,2014,BurkinaFaso,Governance,Sub-Saharan Africa,Low Income Country,27949718
17911,Millennium Challenge Corp.,2014,BurkinaFaso,Infrastructure,Sub-Saharan Africa,Low Income Country,103925871
17912,Millennium Challenge Corp.,2014,BurkinaFaso,Other,Sub-Saharan Africa,Low Income Country,369947
17913,Millennium Challenge Corp.,2014,CapeVerde,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,1521843
17915,Millennium Challenge Corp.,2014,CapeVerde,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,3002937
17916,Millennium Challenge Corp.,2014,CapeVerde,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,107771
17917,Millennium Challenge Corp.,2014,CapeVerde,Other,Sub-Saharan Africa,Lower Middle Income Country,2314232
17918,Millennium Challenge Corp.,2014,ElSalvador,Administrative Costs,Western Hemisphere,Lower Middle Income Country,1326827
17920,Millennium Challenge Corp.,2014,ElSalvador,Economic Growth,Western Hemisphere,Lower Middle Income Country,258484
17921,Millennium Challenge Corp.,2014,ElSalvador,Education,Western Hemisphere,Lower Middle Income Country,189828
17923,Millennium Challenge Corp.,2014,ElSalvador,Infrastructure,Western Hemisphere,Lower Middle Income Country,469575
17924,Millennium Challenge Corp.,2014,ElSalvador,Other,Western Hemisphere,Lower Middle Income Country,1325990
17925,Millennium Challenge Corp.,2014,Georgia,Administrative Costs,Europe and Eurasia,Upper Middle Income Country,2165605
17926,Millennium Challenge Corp.,2014,Georgia,Education,Europe and Eurasia,Upper Middle Income Country,3468323
17929,Millennium Challenge Corp.,2014,Georgia,Other,Europe and Eurasia,Upper Middle Income Country,471054
17932,Millennium Challenge Corp.,2014,Ghana,Governance,Sub-Saharan Africa,Lower Middle Income Country,190084
17933,Millennium Challenge Corp.,2014,Ghana,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,892217
17934,Millennium Challenge Corp.,2014,Ghana,Other,Sub-Saharan Africa,Lower Middle Income Country,413758
17935,Millennium Challenge Corp.,2014,Guatemala,Administrative Costs,Western Hemisphere,Lower Middle Income Country,483624
17940,Millennium Challenge Corp.,2014,Honduras,Governance,Western Hemisphere,Lower Middle Income Country,2998048
17942,Millennium Challenge Corp.,2014,Indonesia,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,8179215
17943,Millennium Challenge Corp.,2014,Indonesia,Agriculture,East Asia and Oceania,Lower Middle Income Country,121471
17945,Millennium Challenge Corp.,2014,Indonesia,Governance,East Asia and Oceania,Lower Middle Income Country,2232491
17946,Millennium Challenge Corp.,2014,Indonesia,Health and Population,East Asia and Oceania,Lower Middle Income Country,489457
17948,Millennium Challenge Corp.,2014,Indonesia,Other,East Asia and Oceania,Lower Middle Income Country,3576995
17949,Millennium Challenge Corp.,2014,Jordan,Administrative Costs,Middle East and North Africa,Upper Middle Income Country,2100490
17950,Millennium Challenge Corp.,2014,Jordan,Health and Population,Middle East and North Africa,Upper Middle Income Country,68213940
17951,Millennium Challenge Corp.,2014,Jordan,Infrastructure,Middle East and North Africa,Upper Middle Income Country,495968
17952,Millennium Challenge Corp.,2014,Jordan,Other,Middle East and North Africa,Upper Middle Income Country,442347
17953,Millennium Challenge Corp.,2014,Lesotho,Administrative Costs,Sub-Saharan Africa,Lower Middle Income Country,2648249
17954,Millennium Challenge Corp.,2014,Lesotho,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,2033423
17956,Millennium Challenge Corp.,2014,Lesotho,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,29933449
17957,Millennium Challenge Corp.,2014,Lesotho,Infrastructure,Sub-Saharan Africa,Lower Middle Income Country,686160
17958,Millennium Challenge Corp.,2014,Lesotho,Other,Sub-Saharan Africa,Lower Middle Income Country,695138
17963,Millennium Challenge Corp.,2014,Malawi,Administrative Costs,Sub-Saharan Africa,Low Income Country,7250891
17964,Millennium Challenge Corp.,2014,Malawi,Agriculture,Sub-Saharan Africa,Low Income Country,972555
17967,Millennium Challenge Corp.,2014,Malawi,Infrastructure,Sub-Saharan Africa,Low Income Country,7373860
17968,Millennium Challenge Corp.,2014,Malawi,Other,Sub-Saharan Africa,Low Income Country,259105
17972,Millennium Challenge Corp.,2014,Moldova,Administrative Costs,Europe and Eurasia,Lower Middle Income Country,5318530
17973,Millennium Challenge Corp.,2014,Moldova,Agriculture,Europe and Eurasia,Lower Middle Income Country,42663295
17974,Millennium Challenge Corp.,2014,Moldova,Infrastructure,Europe and Eurasia,Lower Middle Income Country,51397182
17975,Millennium Challenge Corp.,2014,Moldova,Other,Europe and Eurasia,Lower Middle Income Country,622126
17976,Millennium Challenge Corp.,2014,Mongolia,Administrative Costs,East Asia and Oceania,Lower Middle Income Country,1967294
17977,Millennium Challenge Corp.,2014,Mongolia,Education,East Asia and Oceania,Lower Middle Income Country,133171
17978,Millennium Challenge Corp.,2014,Mongolia,Governance,East Asia and Oceania,Lower Middle Income Country,154926
17979,Millennium Challenge Corp.,2014,Mongolia,Health and Population,East Asia and Oceania,Lower Middle Income Country,3374355
17980,Millennium Challenge Corp.,2014,Mongolia,Infrastructure,East Asia and Oceania,Lower Middle Income Country,6964198
